model,split,k,rmse,mae,n_test_ratings,train_time_s,predict_time_s,rank_time_s,model_bytes,catalog_coverage,n_covered_items,n_users_scored,n_users_with_relevant,user_coverage,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std,hit_rate_mean,hit_rate_median,hit_rate_std,ndcg_mean,ndcg_median,ndcg_std,map_mean,map_median,map_std,novelty_mean,novelty_median,novelty_std,ild_mean,ild_median,ild_std,pop_rank_mean,pop_rank_median,pop_rank_std,head_frac_mean,head_frac_median,head_frac_std,medium_frac_mean,medium_frac_median,medium_frac_std,tail_frac_mean,tail_frac_median,tail_frac_std,tag,l1,l2,threshold,top_m_features,nnz,sparsity_pct,density_pct,mean_nnz_per_column,empty_columns,iterations,converged,kkt_relative_violation,objective,fit_time_s,implicit_nnz,l1_ratio
"SLIM[l1=0.5,l2=50]",val,10,1.099684534680507,0.9073481904109445,9596,83.77569804200903,0.08267062500817701,0.05318833299679682,2631108,0.2294887039239001,386,943,880,1.0,0.1125,0.1,0.11733919599584397,0.237705829035486,0.15384615384615385,0.28196477481920484,0.6363636363636364,1.0,0.4813192475024668,0.19709609903750208,0.1545275071493362,0.2111732581189966,0.11068916077584232,0.05,0.1606471331467509,2.228661826729278,2.191420688086823,0.28694330428093734,0.7220506778233027,0.7334313837105173,0.07262805890245186,0.042222254465257326,0.03676383105294467,0.026292297719148858,0.7939554612937434,0.8,0.18389379530180877,0.1923647932131495,0.2,0.1646105437566325,0.013679745493107104,0.0,0.05484519115397879,threshold,0.5,50.0,2.0,-1,218698,92.26516405995243,7.734835940047576,130.02259215219976,112,300,True,8.953711802946647e-05,20484.666353597706,83.77569804200903,66408,0.009900990099009901
"SLIM[l1=0.5,l2=50]",val,10,1.0778020168662972,0.8814133066304319,9596,58.21205412497511,0.07624862500233576,0.07924858300248161,2503200,0.21997621878715815,370,943,880,1.0,0.11477272727272728,0.1,0.11580432746130487,0.24373755087228194,0.15384615384615385,0.28259218519742885,0.6511363636363636,1.0,0.4768817747802827,0.20581919269552726,0.16813991137001416,0.21745235102508972,0.1173846903344671,0.05333333333333333,0.1707203864627603,2.2434319000587792,2.192783547248374,0.28138758670461383,0.7167563652808415,0.7279353776773825,0.07884920272465543,0.04344709727520418,0.036882807852468766,0.02591993886911469,0.7837751855779428,0.8,0.1860351778806054,0.20159066808059384,0.2,0.16869555108955547,0.014634146341463415,0.0,0.052516793194147156,threshold,0.5,50.0,3.0,-1,208039,92.64214792027565,7.357852079724359,123.68549346016647,155,275,True,6.099614302983547e-05,18488.225213631922,58.21205412497511,58412,0.009900990099009901
"SLIM[l1=0.5,l2=50]",val,10,1.0362410855040125,0.8326939641379217,9596,57.8970381669933,0.045748416043352336,0.055355707998387516,2063388,0.20630202140309156,347,943,880,0.9989395546129375,0.11363636363636363,0.1,0.11904227046478187,0.2394003553678227,0.16666666666666666,0.2830203754290281,0.6397727272727273,1.0,0.4803392270981564,0.20809537428823,0.17545297906601978,0.21942411486368027,0.1202923443261985,0.05833333333333333,0.17231377517495755,2.282741867945627,2.2372505066449393,0.31701744874451065,0.7067266069828245,0.7193705643185503,0.08112677661333666,0.04663928391863904,0.03950029744199881,0.032674300098868646,0.7617179215270414,0.8,0.20244790938919952,0.2215270413573701,0.2,0.18618131774973845,0.01675503711558855,0.0,0.056950740565224395,threshold,0.5,50.0,4.0,-1,171388,93.93840793197526,6.061592068024738,101.89536266349585,293,175,True,9.667485354940896e-05,13463.930093141284,57.8970381669933,39239,0.009900990099009901
"SLIM[l1=0.5,l2=50]",val,10,1.0302032444860107,0.8320803699353612,9596,25.70838329201797,0.0345314999576658,0.07724779198179021,1245888,0.23305588585017836,392,943,880,0.9692470837751855,0.09261363636363637,0.1,0.10752140108355705,0.17286802447219599,0.1,0.23698529170646132,0.5545454545454546,1.0,0.4972985247639931,0.1552060291556385,0.10454526374508771,0.189464934467918,0.08345094528762684,0.025,0.14081899546025867,2.4591359456535504,2.2976085542693507,0.8036585541533094,0.7084115607956638,0.7208790113166623,0.08534707380509977,0.06825924830130023,0.04485425342058299,0.10446339690740233,0.7398727465535525,0.8,0.22299063781625697,0.20381760339342522,0.2,0.16175213872445693,0.05630965005302227,0.0,0.1795250799568941,threshold,0.5,50.0,5.0,-1,103263,96.34782959296778,3.652170407032222,61.39298454221165,592,100,True,3.489030215863969e-05,5975.655071059931,25.70838329201797,15059,0.009900990099009901
"SLIM[l1=0.5,l2=50]",val,10,1.0470012154990136,0.8460348381185453,9596,47.22994379099691,0.04664145800052211,0.03166637499816716,297312,0.2348394768133175,395,943,880,0.9989395546129375,0.10579545454545454,0.1,0.11497857139137524,0.21561366177869398,0.1318840579710145,0.26971926226210685,0.6113636363636363,1.0,0.4877175879006482,0.18482095394402578,0.13743816645714543,0.21026830104544153,0.10348215269904257,0.037037037037037035,0.16047608790441034,2.327314130482783,2.2481089799655876,0.4065048233424665,0.7084878825594836,0.7217057549758035,0.08798658614742817,0.05159908982117522,0.04021415823914337,0.04444780083556404,0.7465535524920467,0.8,0.23491946274461786,0.2241781548250265,0.2,0.20339146275871806,0.02926829268292683,0.0,0.09517106690898054,feature_mask,0.5,50.0,4.0,25,24215,99.1435721758395,0.8564278241604956,14.39655172413793,293,225,True,8.85452990924252e-05,15080.874320038693,47.22994379099691,39239,0.009900990099009901
"SLIM[l1=0.5,l2=50]",val,10,1.0406277404418143,0.8369414338384261,9596,39.8684165829909,0.07085337495664135,0.03688808297738433,453792,0.2300832342449465,387,943,880,0.9989395546129375,0.10965909090909091,0.1,0.11590224651727221,0.22398444189557365,0.14285714285714285,0.2737256077542901,0.634090909090909,1.0,0.48195807568755067,0.1936453714083947,0.13886244387355456,0.21509343300767075,0.11032794301432694,0.041944444444444444,0.16928117342994284,2.3118511781921383,2.2334954765398356,0.3718777415669845,0.7049242095087486,0.7208271753257176,0.08679784778683894,0.04994931184601399,0.039559785841760856,0.04014298793938188,0.7541887592788972,0.8,0.22088644612465475,0.2213149522799576,0.2,0.19237472682057738,0.02449628844114528,0.0,0.0811549835539165,feature_mask,0.5,50.0,4.0,50,37255,98.6823779232253,1.317622076774696,22.14922711058264,293,225,True,8.282328258967065e-05,14617.156944494212,39.8684165829909,39239,0.009900990099009901
"SLIM[l1=0.5,l2=50]",val,10,1.0371981637441097,0.8336488815049103,9596,44.41486316599185,0.049805916962213814,0.03878141596214846,692820,0.2164090368608799,364,943,880,0.9989395546129375,0.11295454545454546,0.1,0.11854406006741777,0.23040534343531077,0.15384615384615385,0.27379468327872997,0.6397727272727273,1.0,0.4803392270981564,0.20088660181701587,0.15130120674940675,0.21676181464750463,0.11494435193058705,0.05,0.1682785326237068,2.2982953222392783,2.246007107961606,0.3358113889979862,0.70448823790426,0.7194995120151899,0.08500540840829142,0.04810554995858523,0.040511600237953596,0.034565865360829964,0.7548250265111346,0.8,0.2088171777547299,0.22682926829268293,0.2,0.18765289452600067,0.018345705196182394,0.0,0.0624399439708667,feature_mask,0.5,50.0,4.0,100,57174,97.97788955529415,2.022110444705851,33.99167657550535,293,225,True,6.514866650615305e-05,14158.528258669976,44.41486316599185,39239,0.009900990099009901
"SLIM[l1=0.5,l2=50]",val,10,1.0371888182756224,0.8338657323033642,9596,31.62818904197775,0.05941320798592642,0.034380917029920965,1058892,0.21105826397146255,355,943,880,0.9989395546129375,0.11397727272727275,0.1,0.11828351213916331,0.2384093569021106,0.16666666666666666,0.27883560005989183,0.6477272727272727,1.0,0.4779500387366756,0.20458477592554897,0.16764399561865986,0.21566726721093307,0.11692736445377815,0.05555555555555555,0.16845963838301162,2.2897442542072253,2.240963370509976,0.3221746935186091,0.7068102416555619,0.7200660858760595,0.0824508028784086,0.04712244579963323,0.03932183224271267,0.03321057238364841,0.7593849416755039,0.8,0.20465507014190876,0.2241781548250265,0.2,0.1873627964246509,0.01643690349946978,0.0,0.05896513774220976,feature_mask,0.5,50.0,4.0,200,87680,96.89896379837323,3.101036201626771,52.128418549346016,293,200,True,7.442350985293975e-05,13795.12622360628,31.62818904197775,39239,0.009900990099009901
"SLIM[l1=0.5,l2=50]",val,10,1.0364892315739693,0.8329123993838056,9596,34.717210458009504,0.04810900002485141,0.03525729198008776,1523772,0.2051129607609988,345,943,880,0.9989395546129375,0.11340909090909092,0.1,0.11839739838596584,0.23808185520450323,0.16666666666666666,0.2820192080979227,0.6409090909090909,1.0,0.48000672246818044,0.2065738051294078,0.16886619455285945,0.21878945690536933,0.1190463900627591,0.05555555555555555,0.17163594431906803,2.282326915308702,2.2290818557366867,0.3195758912404182,0.7074091942964938,0.7187228326295196,0.08105219104280666,0.04649847998622242,0.03914336704342653,0.03286222516369263,0.7618239660657478,0.8,0.20400882224160427,0.22173913043478263,0.2,0.1872936878418495,0.016436903499469777,0.0,0.058057991322738936,feature_mask,0.5,50.0,4.0,400,126420,95.52882075034607,4.471179249653927,75.16052318668252,293,200,True,5.9986563781493154e-05,13550.702120764676,34.717210458009504,39239,0.009900990099009901
"SLIM[l1=0.5,l2=50]",val,10,1.0362410855040125,0.8326939641379217,9596,32.0784512499813,0.04976733302464709,0.03447383298771456,2063388,0.20630202140309156,347,943,880,0.9989395546129375,0.11363636363636363,0.1,0.11904227046478187,0.2394003553678227,0.16666666666666666,0.2830203754290281,0.6397727272727273,1.0,0.4803392270981564,0.20809537428823,0.17545297906601978,0.21942411486368027,0.1202923443261985,0.05833333333333333,0.17231377517495755,2.282741867945627,2.2372505066449393,0.31701744874451065,0.7067266069828245,0.7193705643185503,0.08112677661333666,0.04663928391863904,0.03950029744199881,0.032674300098868646,0.7617179215270414,0.8,0.20244790938919952,0.2215270413573701,0.2,0.18618131774973845,0.01675503711558855,0.0,0.056950740565224395,feature_mask,0.5,50.0,4.0,-1,171388,93.93840793197526,6.061592068024738,101.89536266349585,293,175,True,9.667485354940896e-05,13463.930093141284,32.0784512499813,39239,0.009900990099009901
