model,split,k,rmse,mae,n_test_ratings,train_time_s,predict_time_s,rank_time_s,model_bytes,catalog_coverage,n_covered_items,n_users_scored,n_users_with_relevant,user_coverage,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std,hit_rate_mean,hit_rate_median,hit_rate_std,ndcg_mean,ndcg_median,ndcg_std,map_mean,map_median,map_std,novelty_mean,novelty_median,novelty_std,ild_mean,ild_median,ild_std,pop_rank_mean,pop_rank_median,pop_rank_std,head_frac_mean,head_frac_median,head_frac_std,medium_frac_mean,medium_frac_median,medium_frac_std,tail_frac_mean,tail_frac_median,tail_frac_std,rank_mode,family,similarity,mean_center,center_by,min_support,beta,fit_time_s
"IBCF[cosine,mc-item,k=30]",val,30,0.928692257522535,0.7313739736207802,9596,0.0008329580305144191,0.005964625044725835,0.01576608297182247,22653992,0.7502972651605232,1262,943,880,1.0,0.05011363636363636,0.0,0.08412021191572147,0.09339600861394304,0.0,0.1874383367248977,0.34545454545454546,0.0,0.47578665855788943,0.08252208477049727,0.0,0.1444053774665099,0.041401651685505844,0.0,0.0939087653639909,3.771696851261363,3.082854901870997,1.840760070045394,0.689425777440404,0.7145867929239293,0.12413296180012753,0.23606940018912645,0.11921475312314098,0.25438883942579693,0.37444326617179213,0.3,0.36072303352552926,0.2758218451749735,0.2,0.2553643957105056,0.3497348886532344,0.1,0.4126161082454402,score,ibcf,cosine,True,item,3,25.0,0.0008329580305144191
"IBCF[cosine,mc-item,k=30]",val,30,0.928692257522535,0.7313739736207802,9596,0.0008329580305144191,0.005752583034336567,0.015933957998640835,22653992,0.15041617122473247,253,943,880,0.9989395546129375,0.09420454545454546,0.1,0.10708912634088016,0.20087229372464954,0.1111111111111111,0.26745062678690135,0.5795454545454546,1.0,0.4939126808157039,0.16608969988888117,0.09791292534996782,0.1965194138018851,0.09092208150095053,0.025,0.14332233552027726,2.1052490729795443,2.084702558242151,0.30661185599018326,0.7250943237381027,0.7329643715746332,0.06859458830239795,0.02983687056951784,0.024747174301011303,0.027825144746471738,0.8962884411452811,1.0,0.16720827987201614,0.10201484623541889,0.0,0.16279854754562356,0.0016967126193001062,0.0,0.033817376088150136,affinity,ibcf,cosine,True,item,3,25.0,0.0008329580305144191
"IBCF[cosine,mc-item,k=50]",val,50,0.9302399134184806,0.732751196863256,9596,0.0009296670323237777,1.3369684999925084,0.01747100002830848,22653992,0.0802615933412604,135,943,880,0.7518557794273595,0.0015909090909090907,0.0,0.01339743099653277,0.0018565432883614701,0.0,0.021175810872093775,0.014772727272727272,0.0,0.12071061185777794,0.0016485058175161956,0.0,0.01420723929442151,0.000470959595959596,0.0,0.004355568980338028,8.230577750443313,8.582643049361842,0.9724110404435683,0.6939278767838727,0.7211983001784765,0.0834282689485838,0.8428397856903588,0.8902439024390244,0.1300146168048812,0.01866383881230117,0.0,0.07131995159596838,0.020148462354188764,0.0,0.06398960915574417,0.9611876988335102,1.0,0.1211212206100414,rating,ibcf,cosine,True,item,3,25.0,0.0009296670323237777
"IBCF[cosine,mc-item,k=50]",val,50,0.9302399134184806,0.732751196863256,9596,0.0009296670323237777,0.006269292032811791,0.01533504098188132,22653992,0.7752675386444708,1304,943,880,1.0,0.05306818181818182,0.0,0.08828872320491796,0.09745187171152354,0.0,0.19014667167258023,0.3522727272727273,0.0,0.4779500387366756,0.08568489348608888,0.0,0.14944411910831193,0.04340996630133534,0.0,0.09782085486734017,3.8789694026028525,3.107405913202137,1.9317396510090947,0.6884116800645966,0.7088640242658228,0.12633517385742565,0.25342373719627326,0.12433075550267696,0.2658602904664566,0.38016967126193,0.3,0.3851257451096752,0.23393425238600213,0.2,0.24893425475130157,0.38589607635206785,0.1,0.43408690537461464,score,ibcf,cosine,True,item,3,25.0,0.0009296670323237777
"IBCF[cosine,mc-item,k=50]",val,50,0.9302399134184806,0.732751196863256,9596,0.0009296670323237777,0.005518665944691747,0.015721958014182746,22653992,0.12960760998810938,218,943,880,0.9989395546129375,0.09647727272727273,0.1,0.10644252373674593,0.20538513602934988,0.1111111111111111,0.26746039083248624,0.5954545454545455,1.0,0.49108296450044603,0.17009995094932429,0.11305340175787204,0.1978543132248491,0.09337261808132344,0.03333333333333333,0.14708185034453006,2.066354765714105,2.046574684339375,0.288492848340697,0.7233267042403907,0.7363633349232701,0.07001375301132474,0.02701460966967221,0.021772754312908985,0.026312168338142955,0.9170731707317072,1.0,0.14707019119174253,0.08154825026511135,0.0,0.1430593078304028,0.0013785790031813365,0.0,0.0330380956088661,affinity,ibcf,cosine,True,item,3,25.0,0.0009296670323237777
"IBCF[cosine,mc-item,k=80]",val,80,0.9322372444006798,0.7345340361450357,9596,0.0006300419918261468,1.326118916971609,0.017751667008269578,22653992,0.0802615933412604,135,943,880,0.7518557794273595,0.00125,0.0,0.011116561044914092,0.0016013817831999652,0.0,0.020577922168077332,0.0125,0.0,0.11116561044914092,0.0014160754287029006,0.0,0.013331069320718208,0.0004196428571428572,0.0,0.004229309487248453,8.245540430228266,8.59195398980099,0.9592086413820252,0.6920564545391493,0.7119935543479633,0.08197316324714707,0.8450045199828663,0.891017251635931,0.12837238880861213,0.017391304347826087,0.0,0.06968828539831923,0.019406150583244963,0.0,0.06330316169514368,0.9632025450689289,1.0,0.11932723795306442,rating,ibcf,cosine,True,item,3,25.0,0.0006300419918261468
"IBCF[cosine,mc-item,k=80]",val,80,0.9322372444006798,0.7345340361450357,9596,0.0006300419918261468,0.005819333018735051,0.015778707980643958,22653992,0.7687277051129607,1293,943,880,1.0,0.054318181818181814,0.0,0.0931290889052983,0.09866959675307492,0.0,0.19305549678086012,0.3397727272727273,0.0,0.47390128547974697,0.08863331504461806,0.0,0.15330199935747163,0.045733816337983006,0.0,0.10008210011800706,3.926963971712564,3.1010066760019748,1.989531849698201,0.6891426160870252,0.7091921742387076,0.12524053735126442,0.26186213200621,0.124330755502677,0.2730371615283195,0.3906680805938494,0.3,0.39874787982614385,0.20530222693531286,0.1,0.2362424554009905,0.40402969247083775,0.1,0.44436157019055944,score,ibcf,cosine,True,item,3,25.0,0.0006300419918261468
"IBCF[cosine,mc-item,k=80]",val,80,0.9322372444006798,0.7345340361450357,9596,0.0006300419918261468,0.006044958019629121,0.015409374958835542,22653992,0.1206896551724138,203,943,880,0.9989395546129375,0.09568181818181817,0.1,0.1065734318197634,0.2042588044847931,0.1111111111111111,0.2666472759196427,0.5920454545454545,1.0,0.4917340844024956,0.17133064904672168,0.1100458831490401,0.19957929397032415,0.09471481431377263,0.03333333333333333,0.14779503815761502,2.0407915025792662,2.0214448075299227,0.2747358438626396,0.7235178620245688,0.7376786349643003,0.0680993400909749,0.025338651751879753,0.020701963117192145,0.025608347913067382,0.9279957582184519,1.0,0.13823620506087217,0.0706256627783669,0.0,0.13384851713895843,0.0013785790031813365,0.0,0.0330380956088661,affinity,ibcf,cosine,True,item,3,25.0,0.0006300419918261468
"IBCF[cosine,mc-item,k=120]",val,120,0.9333947474323803,0.7358849999155159,9596,0.0006081659812480211,1.1630420419969596,0.01674416702007875,22653992,0.0802615933412604,135,943,880,0.7518557794273595,0.0009090909090909091,0.0,0.009496585056102527,0.001338985088985089,0.0,0.02004056803718767,0.00909090909090909,0.0,0.09496585056102527,0.001089227304027756,0.0,0.011989493898497915,0.0003287337662337662,0.0,0.00381342380200927,8.246188763164112,8.582643049361842,0.9566933143377927,0.6924757658340551,0.7211983001784765,0.08179160701468051,0.845054167247567,0.8903033908387865,0.12795996075421728,0.017497348886532343,0.0,0.06988991756203648,0.019088016967126198,0.0,0.06281114225089134,0.9634146341463414,1.0,0.11912546187410336,rating,ibcf,cosine,True,item,3,25.0,0.0006081659812480211
"IBCF[cosine,mc-item,k=120]",val,120,0.9333947474323803,0.7358849999155159,9596,0.0006081659812480211,0.004622709006071091,0.014779124991036952,22653992,0.7663495838287753,1289,943,880,1.0,0.05238636363636364,0.0,0.09196990057879181,0.09700606395290211,0.0,0.19305459876409964,0.3340909090909091,0.0,0.4719399037242694,0.08599158892540809,0.0,0.15288492701532042,0.044449865720699054,0.0,0.09972445202125492,3.9510018939716534,3.1294368231129517,2.0202501092152407,0.6889603449379362,0.7096709226222495,0.12597847967588938,0.2660599438676796,0.1270077334919691,0.2766726477227854,0.3960763520678685,0.3,0.40782614955620206,0.1928950159066808,0.1,0.23232051174364898,0.4110286320254507,0.1,0.4479077359721174,score,ibcf,cosine,True,item,3,25.0,0.0006081659812480211
"IBCF[cosine,mc-item,k=120]",val,120,0.9333947474323803,0.7358849999155159,9596,0.0006081659812480211,0.0050040409551002085,0.01479341700905934,22653992,0.11296076099881094,190,943,880,0.9989395546129375,0.0968181818181818,0.1,0.1095605603882843,0.20484531844058268,0.1111111111111111,0.2670784158706012,0.5840909090909091,1.0,0.49315827928458367,0.1714689070854015,0.11795278383130281,0.2007489720385421,0.09490559005588768,0.03333333333333333,0.14902334630656758,2.0234467876342324,2.009736955763026,0.26380048452507954,0.7231243320599123,0.735579419803046,0.06794912654158118,0.024160175828279763,0.019869125520523497,0.025109010439733175,0.9366914103923649,1.0,0.12971664857545367,0.06193001060445386,0.0,0.12493432406600694,0.0013785790031813365,0.0,0.0330380956088661,affinity,ibcf,cosine,True,item,3,25.0,0.0006081659812480211
"IBCF[cosine,mc-item,k=200]",val,200,0.9340353599575665,0.7367128206479102,9596,0.0006462089950218797,0.9116408330155537,0.017197083972860128,22653992,0.0802615933412604,135,943,880,0.7518557794273595,0.0007954545454545455,0.0,0.008888334048598687,0.0012968975468975468,0.0,0.020004371023657697,0.007954545454545454,0.0,0.08888334048598688,0.0009385558527988348,0.0,0.011231891325272405,0.00027840909090909093,0.0,0.003586095635299909,8.247787526195081,8.565650549217612,0.956145421445317,0.6916334167839385,0.7165959272632199,0.08254767658286484,0.8452680226825545,0.8901844140392623,0.1279519144741898,0.017603393425238603,0.0,0.07009080907747363,0.01866383881230117,0.0,0.06260037745780245,0.9637327677624603,1.0,0.1192673167398821,rating,ibcf,cosine,True,item,3,25.0,0.0006462089950218797
"IBCF[cosine,mc-item,k=200]",val,200,0.9340353599575665,0.7367128206479102,9596,0.0006462089950218797,0.004542457987554371,0.014889750047586858,22653992,0.7705112960760999,1296,943,880,1.0,0.0515909090909091,0.0,0.0899865539650687,0.09642112984747887,0.0,0.19293549044723163,0.33181818181818185,0.0,0.4711338571859452,0.08477436868335099,0.0,0.1510464950320889,0.0436227252685586,0.0,0.0986036059669854,3.957474919044838,3.1418365061828126,2.031992262513753,0.6889427819318675,0.7089055891531926,0.12734022895484962,0.2673997891726066,0.1289708506841166,0.2779539140266469,0.4001060445387063,0.3,0.4139935348730891,0.1852598091198303,0.1,0.23200664238140475,0.4146341463414634,0.1,0.4496968178726243,score,ibcf,cosine,True,item,3,25.0,0.0006462089950218797
