model,split,k,rmse,mae,n_test_ratings,train_time_s,predict_time_s,rank_time_s,model_bytes,catalog_coverage,n_covered_items,n_users_scored,n_users_with_relevant,user_coverage,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std,hit_rate_mean,hit_rate_median,hit_rate_std,ndcg_mean,ndcg_median,ndcg_std,map_mean,map_median,map_std,novelty_mean,novelty_median,novelty_std,ild_mean,ild_median,ild_std,pop_rank_mean,pop_rank_median,pop_rank_std,head_frac_mean,head_frac_median,head_frac_std,medium_frac_mean,medium_frac_median,medium_frac_std,tail_frac_mean,tail_frac_median,tail_frac_std,rank_mode,family,similarity,mean_center,center_by,min_support,beta,fit_time_s
"IBCF[cosine,mc-item,k=200]",val,200,0.9340353599575665,0.7367128206479102,9596,0.0006462089950218797,0.004316834034398198,0.014455666998401284,22653992,0.10879904875148633,183,943,880,0.9989395546129375,0.09613636363636363,0.1,0.1082851313244007,0.20448887611464098,0.1111111111111111,0.26749109443110797,0.5806818181818182,1.0,0.49372811615689355,0.1709549638231181,0.123151194370365,0.20050118158219016,0.0947042988702215,0.03333333333333333,0.14980050392273914,2.0161544587162936,2.007958570348846,0.2586475691484143,0.7216057072318466,0.7335806299087211,0.06812508330659443,0.023679474231050927,0.019571683521713266,0.024874208854944572,0.9404029692470839,1.0,0.1266531736793982,0.0582184517497349,0.0,0.12170849846087321,0.0013785790031813365,0.0,0.0330380956088661,affinity,ibcf,cosine,True,item,3,25.0,0.0006462089950218797
"IBCF[cosine,mc-item,k=300]",val,300,0.9340995384246298,0.7368318790487125,9596,0.0007421670015901327,0.5880136670311913,0.01798454101663083,22653992,0.0802615933412604,135,943,880,0.7518557794273595,0.0007954545454545455,0.0,0.008888334048598687,0.0012968975468975468,0.0,0.020004371023657697,0.007954545454545454,0.0,0.08888334048598688,0.0009385558527988348,0.0,0.011231891325272405,0.00027840909090909093,0.0,0.003586095635299909,8.248805822286835,8.565650549217612,0.9560477753044039,0.6916245399350209,0.7136277478678194,0.08236395274524651,0.8454251654225411,0.8901844140392623,0.12795852658602053,0.017603393425238603,0.0,0.07009080907747363,0.01855779427359491,0.0,0.06254712533521113,0.9638388123011666,1.0,0.11925504569201259,rating,ibcf,cosine,True,item,3,25.0,0.0007421670015901327
"IBCF[cosine,mc-item,k=300]",val,300,0.9340995384246298,0.7368318790487125,9596,0.0007421670015901327,0.0049066669889725745,0.01649741700384766,22653992,0.7693222354340071,1294,943,880,1.0,0.05136363636363637,0.0,0.08961022687376809,0.09632330725884745,0.0,0.19294777422273943,0.33181818181818185,0.0,0.4711338571859452,0.08472495796606144,0.0,0.1512600611871992,0.04364657988616322,0.0,0.09887819456053168,3.9592614533915422,3.1418365061828126,2.033253488949109,0.6888204878458812,0.7094450045809326,0.12717401530568612,0.2677008900549652,0.1289708506841166,0.27814067719461083,0.4001060445387062,0.2,0.4142755032152807,0.18504772004241782,0.1,0.23217601871248125,0.41484623541887594,0.1,0.44987867284457794,score,ibcf,cosine,True,item,3,25.0,0.0007421670015901327
"IBCF[cosine,mc-item,k=300]",val,300,0.9340995384246298,0.7368318790487125,9596,0.0007421670015901327,0.005826542037539184,0.015731874969787896,22653992,0.10939357907253269,184,943,880,0.9989395546129375,0.09613636363636363,0.1,0.1082851313244007,0.2045202488809824,0.1111111111111111,0.26750051466667624,0.5806818181818182,1.0,0.49372811615689355,0.17119839656407537,0.12198124853492959,0.20042097996765365,0.09487427241519503,0.03333333333333333,0.1497314503792701,2.015216235119968,2.0071270999364867,0.25823580003784724,0.7212799490441414,0.7326414626329754,0.06800638952854575,0.023636829312451625,0.019571683521713266,0.02486035321603547,0.9405090137857901,1.0,0.1264934381176284,0.05811240721102863,0.0,0.12154106050805266,0.0013785790031813365,0.0,0.0330380956088661,affinity,ibcf,cosine,True,item,3,25.0,0.0007421670015901327
"IBCF[cosine,raw,k=5]",val,5,1.0472163254220357,0.8117781000808996,9596,0.0006775000365450978,1.2330647080088966,0.017493166960775852,22653992,0.7187871581450654,1209,943,880,0.3987274655355249,0.006477272727272728,0.0,0.02683704555589146,0.008710245657472969,0.0,0.05739286848646633,0.05909090909090909,0.0,0.23592885858006113,0.00831379356419989,0.0,0.03882444145061755,0.0030276086760461763,0.0,0.017527374412714566,6.634209025149539,6.9302991054230905,0.9673455916521024,0.7297046064019667,0.7572404169450814,0.12978879686027445,0.6379460920284914,0.6819155264723379,0.139571182977468,0.02523860021208908,0.0,0.06384130832438586,0.060657476139978794,0.0,0.09681988204510715,0.9141039236479321,1.0,0.12919158166178793,rating,ibcf,cosine,False,item,3,25.0,0.0006775000365450978
"IBCF[cosine,raw,k=5]",val,5,1.0472163254220357,0.8117781000808996,9596,0.0006775000365450978,0.006338917009998113,0.015765667019877583,22653992,0.1605231866825208,270,943,880,1.0,0.08443181818181818,0.1,0.10172972685244547,0.18001360632033073,0.08333333333333333,0.25243863245983894,0.5329545454545455,1.0,0.49919653098112865,0.15119432169616706,0.08514311764162101,0.1936322400053959,0.08324194395771777,0.017857142857142856,0.1466237860000109,2.1254395103336003,2.0912167146364693,0.2630483672971746,0.7027699590099071,0.7149591303274596,0.07470914207916399,0.03155395938513093,0.025698988697204043,0.02082358343911517,0.8776246023329799,1.0,0.1709778269642098,0.11866383881230115,0.0,0.16262025253943918,0.003711558854718982,0.0,0.02342738575697326,score,ibcf,cosine,False,item,3,25.0,0.0006775000365450978
"IBCF[cosine,raw,k=5]",val,5,1.0472163254220357,0.8117781000808996,9596,0.0006775000365450978,0.006112666975241154,0.016078124986961484,22653992,0.24494649227110582,412,943,880,0.9989395546129375,0.07170454545454547,0.0,0.09614552857093514,0.14823161110013955,0.0,0.23685205874910947,0.475,0.0,0.49965858650850015,0.12485120892455473,0.0,0.17844671861239578,0.06695754616029913,0.0,0.13059758473553823,2.3641254557240057,2.2852598493071428,0.407803648593079,0.7036422253054293,0.7218990002394481,0.09234618669209406,0.05126379730289815,0.04033313503866746,0.03953549193456108,0.7397667020148463,0.8,0.26421125794782646,0.2415694591728526,0.2,0.2405109502661002,0.01866383881230117,0.0,0.06243056811654075,affinity,ibcf,cosine,False,item,3,25.0,0.0006775000365450978
"IBCF[cosine,raw,k=10]",val,10,1.0227789725200418,0.7968240618910761,9596,0.0007678339607082307,1.3145045000128448,0.017158916976768523,22653992,0.49643281807372175,835,943,880,0.4559915164369035,0.004204545454545455,0.0,0.02371721872304963,0.004911156557405824,0.0,0.040918643719746135,0.03409090909090909,0.0,0.18156591248662862,0.004471685260431649,0.0,0.02688125937999527,0.001455071548821549,0.0,0.01014481208439043,7.242477394718244,7.471986755317353,0.6668767835257137,0.7277365833664631,0.7528595479208968,0.12991876160233548,0.7250526910773077,0.7597263533610946,0.09615871941126308,0.010180275715800637,0.0,0.047240961493299156,0.023647932131495228,0.0,0.06551001214760421,0.9661717921527043,1.0,0.08929352447659038,rating,ibcf,cosine,False,item,3,25.0,0.0007678339607082307
"IBCF[cosine,raw,k=10]",val,10,1.0227789725200418,0.7968240618910761,9596,0.0007678339607082307,0.005966957949567586,0.01586645795032382,22653992,0.12841854934601665,216,943,880,1.0,0.08943181818181818,0.1,0.10608192204867624,0.19435930927071268,0.1,0.26786529895428846,0.5477272727272727,1.0,0.49799992980505664,0.15939172220747394,0.09788225999256413,0.1934254092942629,0.08655022231956756,0.023809523809523808,0.13641991671853484,2.060814553509733,2.0565039273375065,0.21663279748965658,0.711949759338095,0.721611249901629,0.06984076893678146,0.026165874854827485,0.023022010707911957,0.015038186828183161,0.9200424178154827,1.0,0.13223217655809122,0.07942735949098623,0.0,0.1307372966557868,0.0005302226935312832,0.0,0.007266162791498898,score,ibcf,cosine,False,item,3,25.0,0.0007678339607082307
"IBCF[cosine,raw,k=10]",val,10,1.0227789725200418,0.7968240618910761,9596,0.0007678339607082307,0.0065916250459849834,0.016001291980501264,22653992,0.21819262782401902,367,943,880,0.9989395546129375,0.08136363636363636,0.1,0.10002481851499403,0.17046023845137492,0.0625,0.2495490869564384,0.5170454545454546,1.0,0.49999353600124075,0.1476811660374948,0.06943122193677728,0.19759190641151933,0.08225119391190819,0.0125,0.14995517947015305,2.2642512301090716,2.20387688654546,0.36206052983820397,0.7108812865175285,0.7222964248323829,0.08406742270862277,0.04261470126792932,0.034027364663890544,0.03450007732162598,0.8008483563096501,0.9,0.2226536572289888,0.18928950159066807,0.1,0.20735372396693838,0.009862142099681868,0.0,0.048307688618844984,affinity,ibcf,cosine,False,item,3,25.0,0.0007678339607082307
"IBCF[cosine,raw,k=20]",val,20,1.018350248428649,0.7935583551815766,9596,0.0009208330302499235,1.336562166980002,0.01599841599818319,22653992,0.34720570749108204,584,943,880,0.4559915164369035,0.0020454545454545456,0.0,0.01773006361105577,0.002789879807584916,0.0,0.036913821764522375,0.015909090909090907,0.0,0.1251950593081375,0.0020606665947557677,0.0,0.019616221661461805,0.0006296383978675646,0.0,0.007292371945725523,7.460493810883072,7.556143819056904,0.3887884618882087,0.7274900286918042,0.7547659132014948,0.1269439643164829,0.7562226569424477,0.7709696609161214,0.05540860629017409,0.0028632025450689292,0.0,0.02215246707200192,0.006680805938494168,0.0,0.0330333249123334,0.9904559915164369,1.0,0.04623975095768118,rating,ibcf,cosine,False,item,3,25.0,0.0009208330302499235
"IBCF[cosine,raw,k=20]",val,20,1.018350248428649,0.7935583551815766,9596,0.0009208330302499235,0.005258082994259894,0.014889084035530686,22653992,0.10939357907253269,184,943,880,1.0,0.09431818181818181,0.1,0.10640249698269999,0.20205442313080996,0.1111111111111111,0.26307323295926033,0.5886363636363636,1.0,0.49236071254585473,0.16874922353324537,0.1152847532571496,0.1968331837066433,0.09250415381851396,0.03333333333333333,0.145727377082845,2.029800133878378,2.0356577667929447,0.2036392677724416,0.7180671877503894,0.7265838701915415,0.06428175972450488,0.02361803022111643,0.020939916716240337,0.0126438386965311,0.9409331919406151,1.0,0.11546995634609583,0.05906680805938494,0.0,0.11546995634609583,0.0,0.0,0.0,score,ibcf,cosine,False,item,3,25.0,0.0009208330302499235
"IBCF[cosine,raw,k=20]",val,20,1.018350248428649,0.7935583551815766,9596,0.0009208330302499235,0.005153500009328127,0.014626333024352789,22653992,0.17063020214030916,287,943,880,0.9989395546129375,0.08931818181818181,0.1,0.10493830957187696,0.18976983568295377,0.1,0.26401681557731527,0.5647727272727273,1.0,0.4960686795837834,0.15818156211032885,0.09109240322345807,0.18987860134320386,0.08567847444112324,0.020833333333333332,0.13476646980820725,2.15166790927968,2.117689622514112,0.327384818524792,0.7213480144926916,0.7300187266065936,0.07019158855353096,0.03336744085698623,0.027067221891731115,0.029875597629603793,0.8694591728525982,1.0,0.1856886653619469,0.12757158006362673,0.0,0.17846698838452493,0.002969247083775186,0.0,0.03645207580267871,affinity,ibcf,cosine,False,item,3,25.0,0.0009208330302499235
"IBCF[cosine,raw,k=30]",val,30,1.0206628029709621,0.7971349551248189,9596,0.0008222910109907389,1.3038545419694856,0.016717249993234873,22653992,0.2835909631391201,477,943,880,0.4559915164369035,0.0007954545454545455,0.0,0.010087398609882286,0.0015798772572270016,0.0,0.03426267722289808,0.006818181818181818,0.0,0.08233710024239624,0.0009014223861399437,0.0,0.013554365633900781,0.0002821518759018759,0.0,0.005029104875226316,7.527031871937137,7.58833662854564,0.27499814534290334,0.7259554351090148,0.7555555555555555,0.13050729200292943,0.7656978405647802,0.7749553837001784,0.03841589438404631,0.0006362672322375399,0.0,0.007955438502238956,0.0027571580063626725,0.0,0.02192516196909326,0.9966065747613997,1.0,0.026250893003443063,rating,ibcf,cosine,False,item,3,25.0,0.0008222910109907389
"IBCF[cosine,raw,k=30]",val,30,1.0206628029709621,0.7971349551248189,9596,0.0008222910109907389,0.006963874970097095,0.016058833978604525,22653992,0.10107015457788347,170,943,880,1.0,0.09556818181818182,0.1,0.10522588471249728,0.20428011220483216,0.11324786324786325,0.2639254166895059,0.5909090909090909,1.0,0.491945677059759,0.16904325986949706,0.11751610475642714,0.19763420719061173,0.09276191764584622,0.03333333333333333,0.1487272985081007,2.0158169024889636,2.027708819480158,0.2027518614856772,0.7206524493534459,0.728856942940572,0.06568683834020489,0.022739645832689347,0.020345032718619867,0.012135723390826933,0.9476139978791093,1.0,0.10997071360394323,0.05238600212089078,0.0,0.10997071360394323,0.0,0.0,0.0,score,ibcf,cosine,False,item,3,25.0,0.0008222910109907389
"IBCF[cosine,raw,k=30]",val,30,1.0206628029709621,0.7971349551248189,9596,0.0008222910109907389,0.006665291031822562,0.015881208004429936,22653992,0.15041617122473247,253,943,880,0.9989395546129375,0.09420454545454546,0.1,0.10708912634088016,0.20087229372464954,0.1111111111111111,0.26745062678690135,0.5795454545454546,1.0,0.4939126808157039,0.16608969988888117,0.09791292534996782,0.1965194138018851,0.09092208150095053,0.025,0.14332233552027726,2.1052490729795443,2.084702558242151,0.30661185599018326,0.7250943237381027,0.7329643715746332,0.06859458830239795,0.02983687056951784,0.024747174301011303,0.027825144746471738,0.8962884411452811,1.0,0.16720827987201614,0.10201484623541889,0.0,0.16279854754562356,0.0016967126193001062,0.0,0.033817376088150136,affinity,ibcf,cosine,False,item,3,25.0,0.0008222910109907389
"IBCF[cosine,raw,k=50]",val,50,1.023500270712373,0.8025022969774538,9596,0.0006159580079838634,1.2977591669769026,0.016539375006686896,22653992,0.25148632580261593,423,943,880,0.4559915164369035,0.00022727272727272727,0.0,0.004764600392411636,0.001278409090909091,0.0,0.03396757454298177,0.0022727272727272726,0.0,0.047646003924116366,0.00044157013094277124,0.0,0.010913486165524173,0.00015625,0.0,0.004234288448281919,7.554766907122225,7.5982901959007325,0.22272647539425083,0.725796004153344,0.7555555555555555,0.13115736595116068,0.7696236333596816,0.7762641284949435,0.030048587993259147,0.0,0.0,0.0,0.00010604453870625664,0.0,0.0032564480451291802,0.9998939554612937,1.0,0.00325644804512918,rating,ibcf,cosine,False,item,3,25.0,0.0006159580079838634
"IBCF[cosine,raw,k=50]",val,50,1.023500270712373,0.8025022969774538,9596,0.0006159580079838634,0.004914958029985428,0.014676167047582567,22653992,0.09631391200951249,162,943,880,1.0,0.09420454545454546,0.1,0.1049429292965918,0.20395387205917379,0.1111111111111111,0.26620409967463354,0.5863636363636363,1.0,0.4927649044000367,0.16730856520931917,0.11305340175787204,0.19934341607032982,0.09193580701430404,0.031875,0.151089610543768,2.003660144813698,2.0137338114835472,0.20336874661245988,0.7198142899027555,0.7317489293552868,0.06567828447511906,0.022139652014940864,0.019750148720999408,0.012054646767855677,0.9502651113467656,1.0,0.10795057512103941,0.04973488865323436,0.0,0.10795057512103941,0.0,0.0,0.0,score,ibcf,cosine,False,item,3,25.0,0.0006159580079838634
"IBCF[cosine,raw,k=50]",val,50,1.023500270712373,0.8025022969774538,9596,0.0006159580079838634,0.004954833013471216,0.014249832951463759,22653992,0.12960760998810938,218,943,880,0.9989395546129375,0.09647727272727273,0.1,0.10644252373674593,0.20538513602934988,0.1111111111111111,0.26746039083248624,0.5954545454545455,1.0,0.49108296450044603,0.17009995094932429,0.11305340175787204,0.1978543132248491,0.09337261808132344,0.03333333333333333,0.14708185034453006,2.066354765714105,2.046574684339375,0.288492848340697,0.7233267042403907,0.7363633349232701,0.07001375301132474,0.02701460966967221,0.021772754312908985,0.026312168338142955,0.9170731707317072,1.0,0.14707019119174253,0.08154825026511135,0.0,0.1430593078304028,0.0013785790031813365,0.0,0.0330380956088661,affinity,ibcf,cosine,False,item,3,25.0,0.0006159580079838634
"IBCF[cosine,raw,k=80]",val,80,1.024859713964284,0.8072777980559127,9596,0.0014704170171171427,1.3039758750237525,0.015931000001728535,22653992,0.24613555291319858,414,943,880,0.4559915164369035,0.00011363636363636364,0.0,0.0033709993123162106,0.0011363636363636363,0.0,0.03370999312316211,0.0011363636363636363,0.0,0.03370999312316211,0.0003584828145292372,0.0,0.010634318827046099,0.00014204545454545454,0.0,0.004213749140395264,7.559788541032775,7.601264930240139,0.22053111505921652,0.7241425224898606,0.7555555555555555,0.13249740167072302,0.7703146576767478,0.7767400356930397,0.02963444107707258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,rating,ibcf,cosine,False,item,3,25.0,0.0014704170171171427
"IBCF[cosine,raw,k=80]",val,80,1.024859713964284,0.8072777980559127,9596,0.0014704170171171427,0.006289458018727601,0.015901791979558766,22653992,0.093935790725327,158,943,880,1.0,0.09431818181818181,0.1,0.10650936340392171,0.20277438090568253,0.1111111111111111,0.2649199270090601,0.5806818181818182,1.0,0.49372811615689355,0.167481247341279,0.1175227747072427,0.19865355638353027,0.09217947885172588,0.03333333333333333,0.14973344586867474,1.9955808114178852,1.9946629338631539,0.20377272168511765,0.7210642446922345,0.7309060379011548,0.06500430551316382,0.021797546403159763,0.019214753123140988,0.012083323463888242,0.9503711558854719,1.0,0.10745744279548283,0.04962884411452811,0.0,0.10745744279548283,0.0,0.0,0.0,score,ibcf,cosine,False,item,3,25.0,0.0014704170171171427
"IBCF[cosine,raw,k=80]",val,80,1.024859713964284,0.8072777980559127,9596,0.0014704170171171427,0.006699917023070157,0.016380249988287687,22653992,0.1206896551724138,203,943,880,0.9989395546129375,0.09568181818181817,0.1,0.1065734318197634,0.2042588044847931,0.1111111111111111,0.2666472759196427,0.5920454545454545,1.0,0.4917340844024956,0.17133064904672168,0.1100458831490401,0.19957929397032415,0.09471481431377263,0.03333333333333333,0.14779503815761502,2.0407915025792662,2.0214448075299227,0.2747358438626396,0.7235178620245688,0.7376786349643003,0.0680993400909749,0.025338651751879753,0.020701963117192145,0.025608347913067382,0.9279957582184519,1.0,0.13823620506087217,0.0706256627783669,0.0,0.13384851713895843,0.0013785790031813365,0.0,0.0330380956088661,affinity,ibcf,cosine,False,item,3,25.0,0.0014704170171171427
"IBCF[cosine,raw,k=120]",val,120,1.024967143567316,0.810009777711275,9596,0.0006320420070551336,1.2135395410005003,0.01676770899211988,22653992,0.24613555291319858,414,943,880,0.4559915164369035,0.00011363636363636364,0.0,0.0033709993123162106,0.0011363636363636363,0.0,0.03370999312316211,0.0011363636363636363,0.0,0.03370999312316211,0.0003584828145292372,0.0,0.010634318827046099,0.00014204545454545454,0.0,0.004213749140395264,7.557680471921565,7.598290195900733,0.22011098810274354,0.7225964385031961,0.7548516655195101,0.13148159640930193,0.770058346575758,0.7765020820939916,0.029640962874499507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,rating,ibcf,cosine,False,item,3,25.0,0.0006320420070551336
"IBCF[cosine,raw,k=120]",val,120,1.024967143567316,0.810009777711275,9596,0.0006320420070551336,0.00499149999814108,0.014624916017055511,22653992,0.09155766944114149,154,943,880,1.0,0.09545454545454546,0.1,0.10940847355783298,0.2032839385384686,0.1111111111111111,0.2655738435020396,0.5818181818181818,1.0,0.493540863064371,0.16806145645917075,0.11284514134893527,0.19951724990822553,0.09275555011566916,0.03333333333333333,0.1500496187277387,1.989291302345139,1.9908437029153383,0.2022165582260877,0.7215478926477328,0.7316156456989882,0.06437126978407608,0.021487676817124587,0.01903628792385485,0.012005752485415322,0.9518557794273595,1.0,0.10634964360198752,0.048144220572640506,0.0,0.10634964360198754,0.0,0.0,0.0,score,ibcf,cosine,False,item,3,25.0,0.0006320420070551336
"IBCF[cosine,raw,k=120]",val,120,1.024967143567316,0.810009777711275,9596,0.0006320420070551336,0.009820958017371595,0.015274374978616834,22653992,0.11296076099881094,190,943,880,0.9989395546129375,0.0968181818181818,0.1,0.1095605603882843,0.20484531844058268,0.1111111111111111,0.2670784158706012,0.5840909090909091,1.0,0.49315827928458367,0.1714689070854015,0.11795278383130281,0.2007489720385421,0.09490559005588768,0.03333333333333333,0.14902334630656758,2.0234467876342324,2.009736955763026,0.26380048452507954,0.7231243320599123,0.735579419803046,0.06794912654158118,0.024160175828279763,0.019869125520523497,0.025109010439733175,0.9366914103923649,1.0,0.12971664857545367,0.06193001060445386,0.0,0.12493432406600694,0.0013785790031813365,0.0,0.0330380956088661,affinity,ibcf,cosine,False,item,3,25.0,0.0006320420070551336
"IBCF[cosine,raw,k=200]",val,200,1.0250060311197156,0.8112203740798472,9596,0.0006271250313147902,0.8813981249695644,0.016802541038487107,22653992,0.24613555291319858,414,943,880,0.4559915164369035,0.00011363636363636364,0.0,0.0033709993123162106,0.0011363636363636363,0.0,0.03370999312316211,0.0011363636363636363,0.0,0.03370999312316211,0.0003584828145292372,0.0,0.010634318827046099,0.00014204545454545454,0.0,0.004213749140395264,7.558406436969863,7.601264930240139,0.22013900237392078,0.7237202320435208,0.7555555555555555,0.1301790342922014,0.770118213480715,0.7766210588935157,0.029614659908306244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,rating,ibcf,cosine,False,item,3,25.0,0.0006271250313147902
"IBCF[cosine,raw,k=200]",val,200,1.0250060311197156,0.8112203740798472,9596,0.0006271250313147902,0.0060378339840099216,0.015746166987810284,22653992,0.09036860879904875,152,943,880,1.0,0.09500000000000001,0.1,0.107500297642258,0.20283875605125215,0.1111111111111111,0.2652964218288682,0.5818181818181818,1.0,0.493540863064371,0.16817855349763283,0.11751610475642714,0.199617053101175,0.09269371900696306,0.03333333333333333,0.150189191741933,1.986151197366642,1.9853652952799181,0.20166012176429535,0.7213768358635049,0.731026335157319,0.06461247947514945,0.021365482723445815,0.018738845925044614,0.01202209601026762,0.9517497348886532,1.0,0.10645121355702825,0.048250265111346766,0.0,0.10645121355702825,0.0,0.0,0.0,score,ibcf,cosine,False,item,3,25.0,0.0006271250313147902
"IBCF[cosine,raw,k=200]",val,200,1.0250060311197156,0.8112203740798472,9596,0.0006271250313147902,0.006436083989683539,0.0160385420313105,22653992,0.10879904875148633,183,943,880,0.9989395546129375,0.09613636363636363,0.1,0.1082851313244007,0.20448887611464098,0.1111111111111111,0.26749109443110797,0.5806818181818182,1.0,0.49372811615689355,0.1709549638231181,0.123151194370365,0.20050118158219016,0.0947042988702215,0.03333333333333333,0.14980050392273914,2.0161544587162936,2.007958570348846,0.2586475691484143,0.7216057072318466,0.7335806299087211,0.06812508330659443,0.023679474231050927,0.019571683521713266,0.024874208854944572,0.9404029692470839,1.0,0.1266531736793982,0.0582184517497349,0.0,0.12170849846087321,0.0013785790031813365,0.0,0.0330380956088661,affinity,ibcf,cosine,False,item,3,25.0,0.0006271250313147902
"IBCF[cosine,raw,k=300]",val,300,1.0252029243027605,0.8115662252689251,9596,0.0008298750035464764,0.6077885419945233,0.016822457953821868,22653992,0.24613555291319858,414,943,880,0.4559915164369035,0.00011363636363636364,0.0,0.0033709993123162106,0.0011363636363636363,0.0,0.03370999312316211,0.0011363636363636363,0.0,0.03370999312316211,0.0003584828145292372,0.0,0.010634318827046099,0.00014204545454545454,0.0,0.004213749140395264,7.5579870774951,7.5982901959007325,0.22019650565164706,0.7240504643082558,0.7555555555555555,0.13032668086242474,0.7700542461028159,0.7762641284949435,0.02959897480291814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,rating,ibcf,cosine,False,item,3,25.0,0.0008298750035464764
"IBCF[cosine,raw,k=300]",val,300,1.0252029243027605,0.8115662252689251,9596,0.0008298750035464764,0.006622540997341275,0.015550457988865674,22653992,0.09036860879904875,152,943,880,1.0,0.09522727272727274,0.1,0.10803843407394267,0.20302684395240828,0.1111111111111111,0.2653377005023658,0.5818181818181818,1.0,0.493540863064371,0.16832893147897596,0.11751610475642714,0.1996464746332427,0.09278462809787215,0.03333333333333333,0.15023647976333745,1.9856620414064705,1.9842599166620498,0.20154447784318674,0.7214820398166345,0.7316156456989882,0.06464876231235507,0.021346683632110616,0.01867935752528257,0.01202714311351649,0.9515376458112407,1.0,0.10645449180494822,0.048462354188759285,0.0,0.10645449180494823,0.0,0.0,0.0,score,ibcf,cosine,False,item,3,25.0,0.0008298750035464764
"IBCF[cosine,raw,k=300]",val,300,1.0252029243027605,0.8115662252689251,9596,0.0008298750035464764,0.006081417028326541,0.0160398330190219,22653992,0.10939357907253269,184,943,880,0.9989395546129375,0.09613636363636363,0.1,0.1082851313244007,0.2045202488809824,0.1111111111111111,0.26750051466667624,0.5806818181818182,1.0,0.49372811615689355,0.17119839656407537,0.12198124853492959,0.20042097996765365,0.09487427241519503,0.03333333333333333,0.1497314503792701,2.015216235119968,2.0071270999364867,0.25823580003784724,0.7212799490441414,0.7326414626329754,0.06800638952854575,0.023636829312451625,0.019571683521713266,0.02486035321603547,0.9405090137857901,1.0,0.1264934381176284,0.05811240721102863,0.0,0.12154106050805266,0.0013785790031813365,0.0,0.0330380956088661,affinity,ibcf,cosine,False,item,3,25.0,0.0008298750035464764
"IBCF[pearson,mc-item,k=5]",val,5,0.9719417232854549,0.7549833355379016,9596,0.20111316698603332,1.2832839170005172,0.019164249999448657,22653992,0.21878715814506539,368,943,880,0.7730646871686108,0.009545454545454546,0.0,0.03372609644082143,0.014359064135816358,0.0,0.06981606160144688,0.08522727272727272,0.0,0.2793783822775504,0.013495903218219083,0.0,0.05267140580685725,0.005509281806156806,0.0,0.0276066740792295,6.850003551225955,7.541273646021425,1.8384648542793807,0.7120125443097735,0.7211983001784765,0.08861035146667576,0.6536817515706389,0.7430696014277217,0.249716642028643,0.10986214209968186,0.0,0.15184038048185916,0.10593849416755037,0.0,0.1399375976814802,0.7841993637327678,0.9,0.24597518240775618,rating,ibcf,pearson,True,item,3,25.0,0.20111316698603332
"IBCF[pearson,mc-item,k=5]",val,5,0.9719417232854549,0.7549833355379016,9596,0.20111316698603332,0.0065626249997876585,0.016040957998484373,22653992,0.5642092746730083,949,943,880,1.0,0.023750000000000004,0.0,0.052183549772837394,0.04338848835561629,0.0,0.12994082677736182,0.2034090909090909,0.0,0.40276317045610144,0.03878631211150099,0.0,0.10180076224643828,0.018521755250921916,0.0,0.07138532835123733,3.4389187823988143,3.37042868319294,0.6162811731018294,0.7400302059872103,0.7498605940440481,0.08606530188553421,0.17294621504267962,0.16032123735871504,0.08631443951361774,0.220254506892895,0.2,0.17685366135706335,0.468610816542948,0.5,0.187991055964887,0.311134676564157,0.3,0.21908196290753523,score,ibcf,pearson,True,item,3,25.0,0.20111316698603332
"IBCF[pearson,mc-item,k=5]",val,5,0.9719417232854549,0.7549833355379016,9596,0.20111316698603332,0.006751834007445723,0.01617754198377952,22653992,0.33828775267538647,569,943,880,0.9989395546129375,0.024431818181818183,0.0,0.05186746816455192,0.04363502427419795,0.0,0.13112564131156765,0.20454545454545456,0.0,0.4035984586104606,0.03955257061961383,0.0,0.10941697756350277,0.01971275377785794,0.0,0.08423560662584446,3.32045103331067,3.3293126371692936,0.31545475469659356,0.7464175708571272,0.7606727396540198,0.09049218536639222,0.152776871818585,0.15181439619274242,0.040444674394639966,0.18589607635206787,0.2,0.15942578029276178,0.5653234358430541,0.6,0.16503257206672725,0.24878048780487805,0.2,0.16695123549372975,affinity,ibcf,pearson,True,item,3,25.0,0.20111316698603332
"IBCF[pearson,mc-item,k=10]",val,10,0.9407658849085153,0.7356510733380511,9596,0.0010100420331582427,1.3140985840000212,0.017300917010288686,22653992,0.18311533888228299,308,943,880,0.6956521739130435,0.004431818181818183,0.0,0.02461803562729273,0.005282586393258329,0.0,0.0318860187324246,0.038636363636363635,0.0,0.19283633394920977,0.0059951679574642164,0.0,0.03545412529745399,0.002388685966810967,0.0,0.017128196154407832,7.5601781313657925,8.407154299145494,1.534618217483502,0.7036248288807209,0.7211983001784765,0.0879408871489095,0.7514943700506503,0.8697798929208804,0.20746180579006754,0.05885471898197243,0.0,0.11419227600245352,0.054931071049840935,0.0,0.10474197656930906,0.8862142099681867,1.0,0.19132121012951187,rating,ibcf,pearson,True,item,3,25.0,0.0010100420331582427
