model,split,k,rmse,mae,n_test_ratings,train_time_s,predict_time_s,rank_time_s,model_bytes,catalog_coverage,n_covered_items,n_users_scored,n_users_with_relevant,user_coverage,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std,hit_rate_mean,hit_rate_median,hit_rate_std,ndcg_mean,ndcg_median,ndcg_std,map_mean,map_median,map_std,novelty_mean,novelty_median,novelty_std,ild_mean,ild_median,ild_std,pop_rank_mean,pop_rank_median,pop_rank_std,head_frac_mean,head_frac_median,head_frac_std,medium_frac_mean,medium_frac_median,medium_frac_std,tail_frac_mean,tail_frac_median,tail_frac_std,rank_mode,family,lam,similarity,weight_mode,pearson_sim_coef,spearman_sim_coef,frac_negative_coef,mean_abs_coef,rank_deficient_solves,fit_time_s
"RegCF[learned,k=20,lam=0]",val,20,1.077535582348318,0.8217698767339465,9596,0.10724408301757649,0.02044570801081136,0.01786420796997845,894352,0.26397146254458975,444,943,880,1.0,0.0021590909090909095,0.0,0.014542618207790979,0.0055082380239377835,0.0,0.04365942357098097,0.02159090909090909,0.0,0.14542618207790978,0.0035702687090621616,0.0,0.029394368555332423,0.0014833603896103897,0.0,0.018377785056340645,5.709889083721552,5.718060289023094,0.32196635062998524,0.7554848044322808,0.7679377608436335,0.09185271078591138,0.5150045136744464,0.516716240333135,0.04583899550311156,0.008589607635206787,0.0,0.042735847139580674,0.011452810180275717,0.0,0.043668185862614804,0.9799575821845176,1.0,0.07565144049751901,rating,regression,0.0,adjusted_cosine,learned,0.0030836901636955194,0.2577434640448067,0.2328048780487805,3.632627127036517,817,0.10724408301757649
"RegCF[learned,k=20,lam=0]",val,20,1.077535582348318,0.8217698767339465,9596,0.10724408301757649,0.01801720802905038,0.01627104199724272,894352,0.2550535077288942,429,943,880,1.0,0.0015909090909090907,0.0,0.012519505930813753,0.003424904690604451,0.0,0.03297477241827624,0.015909090909090907,0.0,0.1251950593081375,0.002742848499447253,0.0,0.027232999524525184,0.0012631673881673884,0.0,0.018116169309912576,5.772416404849245,5.740327786143083,0.21985281216673508,0.7646906134226082,0.7786900135539201,0.08753239456864044,0.5240353952824375,0.5203450327186199,0.030759250344936616,0.00021208907741251327,0.0,0.004602867907858621,0.0016967126193001062,0.0,0.013718633778497587,0.9980911983032874,1.0,0.015162396109494975,score,regression,0.0,adjusted_cosine,learned,0.0030836901636955194,0.2577434640448067,0.2328048780487805,3.632627127036517,817,0.10724408301757649
"RegCF[learned,k=20,lam=0]",val,20,1.077535582348318,0.8217698767339465,9596,0.10724408301757649,0.019302209024317563,0.015446375007741153,894352,0.267538644470868,450,943,880,0.9989395546129375,0.0027272727272727275,0.0,0.01629696487772728,0.006086185411420746,0.0,0.0450573890595724,0.02727272727272727,0.0,0.1629696487772728,0.004160967722707742,0.0,0.03146780123768347,0.0017216810966810966,0.0,0.019823660343717506,5.765813128678169,5.751893821894713,0.24389405018632043,0.7398582007898127,0.7606240886410848,0.10771641873065428,0.5235359576780725,0.5223676383105295,0.034857239386445193,0.0016967126193001062,0.0,0.012921667471469273,0.0042417815482502655,0.0,0.02356345892262186,0.9940615058324497,1.0,0.030333329238614978,affinity,regression,0.0,adjusted_cosine,learned,0.0030836901636955194,0.2577434640448067,0.2328048780487805,3.632627127036517,817,0.10724408301757649
"RegCF[learned,k=20,lam=1]",val,20,0.9866431166649375,0.7668205932670338,9596,0.09683304198551923,0.029796916991472244,0.021730875014327466,894148,0.4536266349583829,763,943,880,1.0,0.03125,0.0,0.05813390255015601,0.06202482783039296,0.0,0.15846550128241998,0.26136363636363635,0.0,0.4396274713657926,0.05003803350101038,0.0,0.10904373657163399,0.022622622912801482,0.0,0.071197077923423,3.541473124796023,3.507544344217945,0.577812255919538,0.7248533599991296,0.742986431827465,0.09381100624012337,0.19705415715409513,0.19107674003569303,0.07846125248756626,0.3178154825026511,0.3,0.19840312576180505,0.3203605514316013,0.3,0.13310387931402656,0.3618239660657477,0.3,0.218918551147414,rating,regression,1.0,adjusted_cosine,learned,0.2131737292944412,0.3406531408239461,0.17859756097560975,0.15222813698888352,0,0.09683304198551923
"RegCF[learned,k=20,lam=1]",val,20,0.9866431166649375,0.7668205932670338,9596,0.09683304198551923,0.02182191697647795,0.01752820797264576,894148,0.6397146254458977,1076,943,880,1.0,0.016477272727272726,0.0,0.04090945001623564,0.03407450406788917,0.0,0.11904845720213238,0.15113636363636362,0.0,0.3583854320456891,0.025680165804738253,0.0,0.07886409665306623,0.011208056686479307,0.0,0.05120262083268982,4.8201945745600625,4.806465196612386,0.5305857622417988,0.7542507532391874,0.7742921277890582,0.09856179925561491,0.3767659002146755,0.37590719809637124,0.07826596966074596,0.05143160127253447,0.0,0.07296835932885196,0.163626723223754,0.2,0.12174595302121245,0.7849416755037116,0.8,0.14091817426720835,score,regression,1.0,adjusted_cosine,learned,0.2131737292944412,0.3406531408239461,0.17859756097560975,0.15222813698888352,0,0.09683304198551923
"RegCF[learned,k=20,lam=1]",val,20,0.9866431166649375,0.7668205932670338,9596,0.09683304198551923,0.02735491597559303,0.014843583980109543,894148,0.5261593341260404,885,943,880,0.9989395546129375,0.027045454545454546,0.0,0.052646871128407324,0.053826186755814895,0.0,0.14918354168760323,0.23068181818181818,0.0,0.4215087356521187,0.043353849561480355,0.0,0.1081997542717334,0.020703060043461827,0.0,0.07892311013935135,4.423780952562328,4.3915846516490635,0.5895572410381458,0.7409415548041111,0.7654850667524937,0.11463386674901699,0.3190062598450778,0.31302795954788815,0.08596413393595494,0.0975609756097561,0.1,0.1043857284372851,0.2409331919406151,0.2,0.1472319933409694,0.6615058324496288,0.7,0.1822618613765459,affinity,regression,1.0,adjusted_cosine,learned,0.2131737292944412,0.3406531408239461,0.17859756097560975,0.15222813698888352,0,0.09683304198551923
"RegCF[learned,k=20,lam=5]",val,20,0.9530747009612124,0.7446716347636766,9596,0.0921500000404194,0.020548583008348942,0.01719120901543647,894148,0.3079667063020214,518,943,880,1.0,0.04454545454545454,0.0,0.07229237015412329,0.07380340223322625,0.0,0.15825537304020018,0.33181818181818185,0.0,0.4711338571859452,0.06823678524813181,0.0,0.12311114831436729,0.03150617480788612,0.0,0.07611154731410051,2.932814544112031,2.8694388139489195,0.35666785479964197,0.7307403701901224,0.7514673870474315,0.08343253920668094,0.11340905119472008,0.10440214158239144,0.04399085888979315,0.47613997879109227,0.5,0.1811532691518861,0.3848356309650053,0.4,0.13151553928352208,0.13902439024390245,0.1,0.14352220227802742,rating,regression,5.0,adjusted_cosine,learned,0.3391182985263623,0.4609517473712346,0.11557926829268293,0.10585291501312033,0,0.0921500000404194
"RegCF[learned,k=20,lam=5]",val,20,0.9530747009612124,0.7446716347636766,9596,0.0921500000404194,0.017329249996691942,0.016057625005487353,894148,0.5969084423305588,1004,943,880,1.0,0.028295454545454544,0.0,0.054234177917625546,0.0540424209850618,0.0,0.14075857055287352,0.2431818181818182,0.0,0.42924794793534177,0.04468619703198014,0.0,0.10819644107482336,0.020780256683902515,0.0,0.08031225189269746,4.1489910037569295,4.1129887402952905,0.5523325048777297,0.7473205593302248,0.7678440256387749,0.09545103542707117,0.27865281169429645,0.27233789411064846,0.08020012421658684,0.13319194061505835,0.1,0.12064534652334273,0.28430540827147405,0.3,0.1538180745069627,0.5825026511134677,0.6,0.18807690792452522,score,regression,5.0,adjusted_cosine,learned,0.3391182985263623,0.4609517473712346,0.11557926829268293,0.10585291501312033,0,0.0921500000404194
"RegCF[learned,k=20,lam=5]",val,20,0.9530747009612124,0.7446716347636766,9596,0.0921500000404194,0.020641791052185,0.01559266698313877,894148,0.4774078478002378,803,943,880,0.9989395546129375,0.04556818181818181,0.0,0.07125333282898985,0.08583075721503952,0.0,0.1724174837437035,0.3477272727272727,0.0,0.47651972867351367,0.07603988220120814,0.0,0.14420142079249432,0.038936255983875026,0.0,0.1090019683365776,3.683178008106712,3.5999924864728996,0.5532261873989429,0.7340674237961798,0.7527164875820499,0.1056443303938879,0.21317645975259641,0.19958358120166567,0.07764981683269329,0.21749734888653235,0.2,0.15462197496340582,0.3551431601272535,0.3,0.15670626393497275,0.42735949098621423,0.4,0.20303986287343723,affinity,regression,5.0,adjusted_cosine,learned,0.3391182985263623,0.4609517473712346,0.11557926829268293,0.10585291501312033,0,0.0921500000404194
"RegCF[learned,k=20,lam=25]",val,20,0.9244396848804901,0.7262864749988475,9596,0.08432529197307304,0.02179295796668157,0.018395999970380217,894148,0.16825208085612367,283,943,880,1.0,0.05113636363636364,0.0,0.08191996174548569,0.07460024093621001,0.0,0.14844249413249175,0.3568181818181818,0.0,0.47933293014047607,0.0760737136347503,0.0,0.12843041468122113,0.03560376440138344,0.0,0.07648617000797413,2.6803846521045287,2.6423566028223697,0.2201140879607895,0.7342788222869223,0.7537391215033887,0.06686882582890624,0.08135363551085269,0.07584770969660914,0.023257995630347618,0.5761399787910922,0.6,0.14885675270793441,0.380593849416755,0.4,0.1265870270549307,0.043266171792152704,0.0,0.0714925811696093,rating,regression,25.0,adjusted_cosine,learned,0.530732655200177,0.643861333143492,0.05451219512195122,0.06075227092529969,0,0.08432529197307304
