model,split,k,rmse,mae,n_test_ratings,train_time_s,predict_time_s,rank_time_s,model_bytes,catalog_coverage,n_covered_items,n_users_scored,n_users_with_relevant,user_coverage,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std,hit_rate_mean,hit_rate_median,hit_rate_std,ndcg_mean,ndcg_median,ndcg_std,map_mean,map_median,map_std,novelty_mean,novelty_median,novelty_std,ild_mean,ild_median,ild_std,pop_rank_mean,pop_rank_median,pop_rank_std,head_frac_mean,head_frac_median,head_frac_std,medium_frac_mean,medium_frac_median,medium_frac_std,tail_frac_mean,tail_frac_median,tail_frac_std,method,alpha,max_path_len,beta,normalize,fit_time_s,iterations,mass_min,mass_max,final_delta
"Graph-Path[L=1,b=0.4,none]",val,10,1.1256351047971345,0.9450239227092159,9596,0.03540975000942126,0.013288208981975913,0.012350334029179066,13163652,0.11117717003567182,187,943,880,0.0,0.0009090909090909091,0.0,0.010627241235756634,0.0011619193529287112,0.0,0.0185535615075203,0.007954545454545454,0.0,0.08888334048598688,0.0010984261258022126,0.0,0.01296237685187226,0.0003599837662337663,0.0,0.004654904800417558,6.648970134393878,6.663518371278935,0.23858074598175463,0.7799893526693483,0.792105174739578,0.047096781516903406,0.629467638752119,0.6346817370612732,0.030496361881310854,0.0,0.0,0.0,0.00042417815482502654,0.0,0.006502516966387975,0.999575821845175,1.0,0.006502516966387974,path,,1,0.4,none,0.03540975000942126,1,,,
"Graph-Path[L=3,b=0.4,none]",val,10,1.0615377886961859,0.8637483872843041,9596,0.07416841603117064,0.016215290990658104,0.031764916027896106,13163652,0.048156956004756245,81,943,880,0.9989395546129375,0.08636363636363636,0.1,0.10642800894507629,0.16018033175023344,0.07019704433497537,0.22955663395908413,0.5227272727272727,1.0,0.49976724337322015,0.14385461703650396,0.07336392209936006,0.18883799997469528,0.07745618618870106,0.014285714285714285,0.139735282593104,1.7887459280052815,1.7651649210927514,0.21639921556054884,0.7132915273203722,0.7166345639947358,0.054505848306796126,0.012071540005160288,0.010232004759071982,0.021739151748280724,0.9927889713679746,1.0,0.04335902805050313,0.006150583244962885,0.0,0.028855129346002567,0.0010604453870625664,0.0,0.03256448045129181,path,,3,0.4,none,0.07416841603117064,3,,,
"Graph-Path[L=5,b=0.4,none]",val,10,1.0798106996717496,0.8891152840061493,9596,0.11940212501212955,0.015488209028262645,0.030649208987597376,13163652,0.032699167657550536,55,943,880,0.9989395546129375,0.07238636363636364,0.0,0.10207733486885838,0.11320011089220804,0.0,0.18468073670086976,0.43522727272727274,0.0,0.49606867958378337,0.10858605786608273,0.0,0.16055758516175894,0.05434440439685976,0.0,0.10518077337796367,1.7977958466761736,1.770763407458216,0.20617386092894094,0.704667549281019,0.7077227694175656,0.062002996979901075,0.01163695295748188,0.009637120761451515,0.021608070702873954,0.9989395546129375,1.0,0.03256448045129181,0.0,0.0,0.0,0.0010604453870625664,0.0,0.03256448045129181,path,,5,0.4,none,0.11940212501212955,5,,,
"Graph-Path[L=7,b=0.4,none]",val,10,1.089127096341264,0.9030027463376498,9596,0.14519454102264717,0.013683624973054975,0.026468541007488966,13163652,0.03210463733650416,54,943,880,0.9989395546129375,0.07193181818181818,0.0,0.1023985160869249,0.11237157019706653,0.0,0.18472552877858783,0.43068181818181817,0.0,0.4954532645219659,0.10737051227756735,0.0,0.1594580356813565,0.05343851013679883,0.0,0.10330006987833906,1.8015942554233468,1.7731156797435585,0.20585858480746136,0.7060128970051496,0.7077227694175656,0.062241488119368284,0.011756434430598863,0.009577632361689471,0.02161233453178034,0.9988335100742312,1.0,0.03272345784437559,0.00010604453870625664,0.0,0.003256448045129181,0.0010604453870625664,0.0,0.03256448045129181,path,,7,0.4,none,0.14519454102264717,7,,,
"Graph-Path[L=9,b=0.4,none]",val,10,1.0951477988711935,0.9116238943964983,9596,0.15522870898712426,0.01206137501867488,0.0231870420393534,13163652,0.03210463733650416,54,943,880,0.9989395546129375,0.07170454545454545,0.0,0.10244698499574893,0.11164670793811336,0.0,0.18418730036085676,0.42954545454545456,0.0,0.4952927659312883,0.10690336996904382,0.0,0.15932669798069402,0.05319765666157035,0.0,0.1031931355218949,1.8042646340697266,1.7731156797435585,0.2037762088499995,0.7100062099135356,0.7077227694175656,0.058002006887247506,0.011832766311523652,0.009637120761451515,0.021592065848171978,0.9988335100742312,1.0,0.03272345784437559,0.00010604453870625664,0.0,0.003256448045129181,0.0010604453870625664,0.0,0.03256448045129181,path,,9,0.4,none,0.15522870898712426,9,,,
"Graph-Path[L=1,b=0.6,none]",val,10,1.1256351047971345,0.9450239227092159,9596,0.029507665953133255,0.00931866600876674,0.011385791993234307,13163652,0.11117717003567182,187,943,880,0.0,0.0009090909090909091,0.0,0.010627241235756634,0.0011619193529287112,0.0,0.0185535615075203,0.007954545454545454,0.0,0.08888334048598688,0.0010984261258022126,0.0,0.01296237685187226,0.0003599837662337663,0.0,0.004654904800417558,6.648970134393878,6.663518371278935,0.23858074598175463,0.7799893526693483,0.792105174739578,0.047096781516903406,0.629467638752119,0.6346817370612732,0.030496361881310854,0.0,0.0,0.0,0.00042417815482502654,0.0,0.006502516966387975,0.999575821845175,1.0,0.006502516966387974,path,,1,0.6,none,0.029507665953133255,1,,,
"Graph-Path[L=3,b=0.6,none]",val,10,1.0646657068491037,0.8683498898803881,9596,0.05882633401779458,0.013283541018608958,0.026149999990593642,13163652,0.048156956004756245,81,943,880,0.9989395546129375,0.08636363636363636,0.1,0.10642800894507629,0.16018033175023344,0.07019704433497537,0.22955663395908413,0.5227272727272727,1.0,0.49976724337322015,0.14385461703650396,0.07336392209936006,0.18883799997469528,0.07745618618870106,0.014285714285714285,0.139735282593104,1.7887459280052815,1.7651649210927514,0.21639921556054884,0.7132915273203722,0.7166345639947358,0.054505848306796126,0.012071540005160288,0.010232004759071982,0.021739151748280724,0.9927889713679746,1.0,0.04335902805050313,0.006150583244962885,0.0,0.028855129346002567,0.0010604453870625664,0.0,0.03256448045129181,path,,3,0.6,none,0.05882633401779458,3,,,
"Graph-Path[L=5,b=0.6,none]",val,10,1.0828264125666662,0.8936949000504593,9596,0.08888758404646069,0.012153749994467944,0.023565624956972897,13163652,0.032699167657550536,55,943,880,0.9989395546129375,0.07238636363636364,0.0,0.10207733486885838,0.11320011089220804,0.0,0.18468073670086976,0.43522727272727274,0.0,0.49606867958378337,0.10858158888862524,0.0,0.16055862138214613,0.05434237517608054,0.0,0.10518156432000463,1.797837684623559,1.770763407458216,0.20614005080222433,0.7046652007834626,0.7077227694175656,0.062098637135849656,0.011637962304667663,0.009637120761451515,0.02160784068408376,0.9989395546129375,1.0,0.03256448045129181,0.0,0.0,0.0,0.0010604453870625664,0.0,0.03256448045129181,path,,5,0.6,none,0.08888758404646069,5,,,
"Graph-Path[L=7,b=0.6,none]",val,10,1.091862186598177,0.9069865513123502,9596,0.1222276670159772,0.011966083955485374,0.022862042009364814,13163652,0.03210463733650416,54,943,880,0.9989395546129375,0.07193181818181818,0.0,0.1023985160869249,0.11237157019706653,0.0,0.18472552877858783,0.43068181818181817,0.0,0.4954532645219659,0.10737051227756735,0.0,0.1594580356813565,0.05343851013679883,0.0,0.10330006987833906,1.8015942554233468,1.7731156797435585,0.20585858480746136,0.7060128970051496,0.7077227694175656,0.062241488119368284,0.011756434430598863,0.009577632361689471,0.02161233453178034,0.9988335100742312,1.0,0.03272345784437559,0.00010604453870625664,0.0,0.003256448045129181,0.0010604453870625664,0.0,0.03256448045129181,path,,7,0.6,none,0.1222276670159772,7,,,
"Graph-Path[L=9,b=0.6,none]",val,10,1.0975172856648325,0.9148895402933208,9596,0.15596637496491894,0.01189225004054606,0.022711583005730063,13163652,0.03210463733650416,54,943,880,0.9989395546129375,0.07170454545454545,0.0,0.10244698499574893,0.11164670793811336,0.0,0.18418730036085676,0.42954545454545456,0.0,0.4952927659312883,0.10690336996904382,0.0,0.15932669798069402,0.05319765666157035,0.0,0.1031931355218949,1.8042646340697266,1.7731156797435585,0.2037762088499995,0.7100062099135356,0.7077227694175656,0.058002006887247506,0.011832766311523652,0.009637120761451515,0.021592065848171978,0.9988335100742312,1.0,0.03272345784437559,0.00010604453870625664,0.0,0.003256448045129181,0.0010604453870625664,0.0,0.03256448045129181,path,,9,0.6,none,0.15596637496491894,9,,,
"Graph-Path[L=1,b=0.8,none]",val,10,1.1256351047971345,0.9450239227092159,9596,0.027055459038820118,0.010286625009030104,0.010392249969299883,13163652,0.11117717003567182,187,943,880,0.0,0.0009090909090909091,0.0,0.010627241235756634,0.0011619193529287112,0.0,0.0185535615075203,0.007954545454545454,0.0,0.08888334048598688,0.0010984261258022126,0.0,0.01296237685187226,0.0003599837662337663,0.0,0.004654904800417558,6.648970134393878,6.663518371278935,0.23858074598175463,0.7799893526693483,0.792105174739578,0.047096781516903406,0.629467638752119,0.6346817370612732,0.030496361881310854,0.0,0.0,0.0,0.00042417815482502654,0.0,0.006502516966387975,0.999575821845175,1.0,0.006502516966387974,path,,1,0.8,none,0.027055459038820118,1,,,
"Graph-Path[L=3,b=0.8,none]",val,10,1.0668013835253316,0.8715369179773801,9596,0.05857587500941008,0.015443541982676834,0.024962708994280547,13163652,0.048156956004756245,81,943,880,0.9989395546129375,0.08636363636363636,0.1,0.10642800894507629,0.16018033175023344,0.07019704433497537,0.22955663395908413,0.5227272727272727,1.0,0.49976724337322015,0.14385461703650396,0.07336392209936006,0.18883799997469528,0.07745618618870106,0.014285714285714285,0.139735282593104,1.7887459280052815,1.7651649210927514,0.21639921556054884,0.7132915273203722,0.7166345639947358,0.054505848306796126,0.012071540005160288,0.010232004759071982,0.021739151748280724,0.9927889713679746,1.0,0.04335902805050313,0.006150583244962885,0.0,0.028855129346002567,0.0010604453870625664,0.0,0.03256448045129181,path,,3,0.8,none,0.05857587500941008,3,,,
"Graph-Path[L=5,b=0.8,none]",val,10,1.0847742154687408,0.896628977894889,9596,0.09101545804878697,0.013229542004410177,0.02373266703216359,13163652,0.032699167657550536,55,943,880,0.9989395546129375,0.07238636363636364,0.0,0.10207733486885838,0.11320011089220804,0.0,0.18468073670086976,0.43522727272727274,0.0,0.49606867958378337,0.10858158888862524,0.0,0.16055862138214613,0.05434237517608054,0.0,0.10518156432000463,1.797837684623559,1.770763407458216,0.20614005080222433,0.7046652007834626,0.7077227694175656,0.062098637135849656,0.011637962304667663,0.009637120761451515,0.02160784068408376,0.9989395546129375,1.0,0.03256448045129181,0.0,0.0,0.0,0.0010604453870625664,0.0,0.03256448045129181,path,,5,0.8,none,0.09101545804878697,5,,,
"Graph-Path[L=7,b=0.8,none]",val,10,1.0935600173226148,0.9094089385378773,9596,0.11836825002683327,0.012043875001836568,0.023281458008568734,13163652,0.03210463733650416,54,943,880,0.9989395546129375,0.07193181818181818,0.0,0.1023985160869249,0.11237157019706653,0.0,0.18472552877858783,0.43068181818181817,0.0,0.4954532645219659,0.10737051227756735,0.0,0.1594580356813565,0.05343851013679883,0.0,0.10330006987833906,1.8015942554233468,1.7731156797435585,0.20585858480746136,0.7060128970051496,0.7077227694175656,0.062241488119368284,0.011756434430598863,0.009577632361689471,0.02161233453178034,0.9988335100742312,1.0,0.03272345784437559,0.00010604453870625664,0.0,0.003256448045129181,0.0010604453870625664,0.0,0.03256448045129181,path,,7,0.8,none,0.11836825002683327,7,,,
"Graph-Path[L=9,b=0.8,none]",val,10,1.0989540360687764,0.9168199603113872,9596,0.1528199590393342,0.01446479099104181,0.026408375008031726,13163652,0.03210463733650416,54,943,880,0.9989395546129375,0.07170454545454545,0.0,0.10244698499574893,0.11164670793811336,0.0,0.18418730036085676,0.42954545454545456,0.0,0.4952927659312883,0.10690336996904382,0.0,0.15932669798069402,0.05319765666157035,0.0,0.1031931355218949,1.8042646340697266,1.7731156797435585,0.2037762088499995,0.7100062099135356,0.7077227694175656,0.058002006887247506,0.011832766311523652,0.009637120761451515,0.021592065848171978,0.9988335100742312,1.0,0.03272345784437559,0.00010604453870625664,0.0,0.003256448045129181,0.0010604453870625664,0.0,0.03256448045129181,path,,9,0.8,none,0.1528199590393342,9,,,
